x,y,z,qx,qy,qz,qw
0.956659005333843,2.5735739906785935,0.0,0.0,0.0,0.7041739642922501,0.7100274839842025
0.9632531859467377,2.7442879031602927,0.0,0.0,0.0,0.6809005082550171,0.7323759265964845
0.981913983229651,2.9070447678118065,0.0,0.0,0.0,0.6481874434927563,0.7614808192583218
1.0152303789579267,3.059752944556162,0.0,0.0,0.0,0.6042168265071539,0.7968199461394173
1.0638713429118125,3.201197478038676,0.0,0.0,0.0,0.5569227009041797,0.830564329367445
1.1260116813795364,3.33130225736706,0.0,0.0,0.0,0.5095266084127669,0.8604549002239356
1.1996595115050572,3.4500672825413146,0.0,0.0,0.0,0.4629410306380486,0.8863890805689009
1.2828229504323327,3.557492553561439,0.0,0.0,0.0,0.41775807258561676,0.9085583045625364
1.3735101153053224,3.6535780704274328,0.0,0.0,0.0,0.374218618339076,0.927340512265259
1.469729123267985,3.738323833139298,0.0,0.0,0.0,0.33223045223798164,0.9431982435340655
1.569488091464279,3.811729841697032,0.0,0.0,0.0,0.2913987595705458,0.9566016741155888
1.6707951370381622,3.873796096100636,0.0,0.0,0.0,0.25103648270751977,0.9679776259551855
1.771658377133594,3.924522596350111,0.0,0.0,0.0,0.21012687172418199,0.9776741265776696
1.8700859288945342,3.9639093424454552,0.0,0.0,0.0,0.16720616581105635,0.9859219533587664
1.9640859094649405,3.991956334386671,0.0,0.0,0.0,0.12011293648575114,0.9927602341395277
2.051798529272909,4.008739683066044,0.0,0.0,0.0,0.06720854263520018,0.9977389497242515
2.13334050566474,4.01547434383826,0.0,0.0,0.0,0.015209194628796607,0.9998843335100033
2.210350074926246,4.014251956780289,0.0,0.0,0.0,-0.029814308199193316,0.9995554547030412
2.2845046120940933,4.0071867133445975,0.0,0.0,0.0,-0.06294967393979241,0.9980167025410316
2.357481492204947,3.9963928049836484,0.0,0.0,0.0,-0.08112165372457163,0.9967042075244745
2.430958090295474,3.9839844231499097,0.0,0.0,0.0,-0.0833284364179482,0.9965221380803038
2.506611781402342,3.9720757592958438,0.0,0.0,0.0,-0.07032632480628415,0.9975240388277573
2.5861199405622153,3.962781004873916,0.0,0.0,0.0,-0.04428119481700025,0.9990191068170713
2.671159942811762,3.9582143513365917,0.0,0.0,0.0,-0.008474568080137933,0.9999640902031708
2.7634091631876467,3.960489990136336,0.0,0.0,0.0,0.03314369173058618,0.9994505969273658
2.864544976726538,3.9717221127256126,0.0,0.0,0.0,0.07664576256216335,0.9970583869971028
2.9762447584651004,3.994024910556888,0.0,0.0,0.0,0.11882976775566065,0.9929146419985636
3.0999517964348837,4.029233758076531,0.0,0.0,0.0,0.15499788969770145,0.9879148010781391
3.2353793293952444,4.077123397795243,0.0,0.0,0.0,0.1814694369189283,0.9833965850379628
3.3814651829010893,4.136544990891038,0.0,0.0,0.0,0.2012391929783418,0.9795421314111128
3.5371435248978718,4.2063453420262045,0.0,0.0,0.0,0.2162905229140715,0.9763290478612001
3.70134852333104,4.285371255863037,0.0,0.0,0.0,0.22789123769222458,0.9736865942299432
3.8730143461460473,4.372469537063826,0.0,0.0,0.0,0.23687631988073887,0.9715398134300817
4.051075161288346,4.466486990290865,0.0,0.0,0.0,0.24380918860732534,0.9698232207730632
4.234465136703387,4.566270420206442,0.0,0.0,0.0,0.24907616810393612,0.9684838989279376
4.422118440336619,4.670666631472852,0.0,0.0,0.0,0.2529433033538913,0.9674811033236883
4.6129692401334985,4.778522428752388,0.0,0.0,0.0,0.25559119607057595,0.9667849504885833
4.805951704039474,4.888684616707339,0.0,0.0,0.0,0.25713645083783043,0.9663751060796858
5.0,5.0,0.0,0.0,0.0,0.25764450334938227,0.9662397786749675
